ZIP,SOLDPRICE,SQFT,LOTSIZE,BEDS,BATHS,AGE,DOM
2114,825000.0,1150,1150.0,3,1.0,89,20
1760,184000.0,1277,1277.0,3,1.5,123,30
1906,170000.0,390,,1,1.0,109,33
1522,151500.0,1051,871.2,2,1.0,113,22
1930,390000.0,984,4460.0,2,1.0,113,13
2171,240000.0,1056,1056.0,2,1.0,113,18
1510,330000.0,1008,1008.0,2,1.0,104,19
1760,185000.0,1050,1045.0,4,1.0,113,18
2184,222500.0,939,939.0,3,1.0,108,6
1752,290000.0,1075,4460.0,3,1.0,113,9
2130,310000.0,840,840.0,2,1.0,113,25
1749,232500.0,1024,4078.0,2,1.0,104,14
2673,146599.0,1500,,4,1.0,98,8
2122,410000.0,439,,1,1.0,98,5
2176,249000.0,1729,1729.0,3,2.5,31,74
2134,415000.0,1510,0.0,3,1.0,113,26
1923,613000.0,1130,1130.0,2,1.0,93,47
2445,526901.0,2000,11228.0,3,2.5,2,77
2122,257000.0,1005,1005.0,2,1.5,29,3
1852,195000.0,2100,,4,2.5,94,36
2128,405000.0,2300,,4,2.5,2,2
2346,352000.0,1228,1228.0,2,2.0,32,66
2360,387500.0,768,768.0,2,1.0,58,27
2130,839000.0,1100,9999.0,2,2.0,143,44
2762,185000.0,1300,1638.0,2,1.5,30,20
1702,226900.0,1290,1290.0,2,2.0,14,11
1545,135600.0,720,,2,1.0,52,4
2129,475000.0,1226,,2,1.0,98,16
2130,705000.0,1085,,2,2.0,10,47
1701,230000.0,820,820.0,2,1.0,78,23
2119,435000.0,744,744.0,2,1.5,29,32
1969,140000.0,1158,1158.0,2,1.0,128,82
2631,175000.0,1529,1529.0,2,2.0,2,26
2129,380000.0,1861,1861.0,2,2.0,2,26
2478,399000.0,2300,2300.0,4,3.5,2,28
2452,566000.0,638,638.0,1,1.0,93,36
2135,420000.0,1320,0.0,2,2.0,31,36
2136,224175.0,734,,2,1.0,54,26
1740,380000.0,678,678.0,2,1.0,71,6
2169,355000.0,704,704.0,1,1.0,83,22
2453,769999.0,1310,1310.0,2,2.0,88,20
1474,165000.0,804,804.0,2,1.0,118,14
2118,2000000.0,755,,1,1.0,93,19
2128,475000.0,520,520.0,1,1.0,83,7
2132,225000.0,650,,1,1.0,78,19
1505,210000.0,690,690.0,2,1.0,53,7
2184,315000.0,636,636.0,1,1.0,128,2
1581,390247.0,1047,1047.0,2,2.0,30,23
2129,540000.0,790,3293.0,2,1.0,113,22
2045,350000.0,958,958.0,2,1.5,113,18
2130,591500.0,1608,,2,1.5,210,13
1519,259900.0,1440,,2,2.0,33,10
2021,249900.0,1133,,2,2.0,39,43
2111,900000.0,1449,,2,2.0,13,6
1915,167000.0,942,,2,2.0,40,28
1749,265900.0,716,,2,1.0,118,12
1529,150000.0,905,,2,1.0,118,2
2904,156900.0,563,,1,1.0,50,23
2478,275000.0,1501,,2,2.5,9,16
2649,285000.0,678,0.0,2,1.0,138,41
1832,195000.0,575,,1,1.0,117,19
2145,589000.0,1023,,2,2.0,141,22
2127,490000.0,704,,2,1.0,115,19
2141,359000.0,1378,,1,1.5,12,12
1519,195000.0,1966,,2,2.5,12,18
2445,690000.0,1406,,3,2.0,8,21
2127,429000.0,1056,,2,1.5,113,14
2118,870000.0,614,,1,1.0,98,14
1453,175000.0,2169,6970.0,3,3.5,117,24
2126,135000.0,1055,,2,1.0,88,7
2143,645000.0,1084,,2,1.0,108,16
2048,260000.0,990,,2,1.0,98,17
2132,300000.0,1400,,1,2.5,4,7
1845,118000.0,1121,,2,2.0,12,79
2127,699000.0,1367,1367.0,2,2.0,12,106
1843,95000.0,965,965.0,1,1.0,12,51
2446,680000.0,608,,1,1.0,88,17
1754,278000.0,721,,1,1.0,32,58
1930,769967.29,749,,1,1.0,12,18
1721,221000.0,870,2499.0,2,2.5,2,4
1845,162500.0,1087,,2,2.0,20,21
2445,2125000.0,630,,1,1.0,2,53
2453,581000.0,1026,3311.0,2,2.0,118,42
1970,375000.0,1131,3311.0,2,2.0,118,20
1824,295000.0,620,,1,1.0,166,30
2186,380000.0,2035,,3,2.0,113,34
1760,202000.0,1334,2613.0,2,3.0,133,23
2472,465000.0,1309,2613.0,2,2.0,133,22
2467,775006.0,1405,,2,2.5,6,20
1757,137000.0,670,,2,1.0,48,30
1757,255000.0,906,,2,1.0,118,9
2127,1649000.0,976,,2,2.0,109,25
6082,225000.0,805,,1,1.0,118,15
2139,1210000.0,1100,3440.0,2,2.0,98,113
2139,927000.0,850,,2,1.0,118,14
1970,246000.0,1201,,3,2.0,108,22
2130,376000.0,1375,,2,1.0,118,7
1945,179000.0,1425,,2,2.0,9,22
2703,170000.0,1026,,3,1.0,88,19
2129,445000.0,1190,,2,2.0,10,15
2124,397000.0,1874,,3,3.0,6,19
2118,655000.0,1650,,2,2.0,88,13
1832,240000.0,1552,,2,3.5,113,21
2125,450000.0,934,,2,2.0,103,40
2446,678900.0,708,,2,1.0,103,48
2446,600000.0,1156,5200.0,2,1.0,118,20
2720,168900.0,586,,1,1.0,39,21
2375,165000.0,1629,0.0,3,1.5,108,21
2116,1300000.0,750,,2,1.0,98,7
2649,355750.0,1000,,2,1.0,98,7
2114,875000.0,826,,1,1.5,31,36
2176,451900.0,828,,2,1.0,75,110
1863,243000.0,1370,,3,1.5,31,41
1453,105500.0,1558,,2,2.0,13,63
1970,449500.0,1405,,2,2.5,118,15
2649,190000.0,522,,0,1.0,16,68
2143,570000.0,782,0.0,1,1.5,129,4
1581,317136.0,1123,14400.0,2,1.5,16,7
2150,190000.0,614,,1,1.0,31,17
2766,265000.0,1341,,3,1.5,118,6
2215,660000.0,477,,1,1.0,88,6
2127,399900.0,1138,,2,2.0,11,61
2127,650000.0,2047,,3,2.5,13,29
2191,208000.0,1030,,2,2.0,33,43
2130,955000.0,1174,,2,2.0,11,51
1913,160000.0,819,,1,1.0,98,0
1749,310000.0,875,,2,1.0,121,5
1949,540000.0,1023,,2,2.0,31,32
1904,217500.0,1518,,3,1.0,118,55
1984,516000.0,2053,,3,1.5,31,25
2122,180000.0,809,,2,1.0,48,36
1420,104475.0,740,,2,1.0,118,13
2127,595000.0,1653,,2,1.0,98,199
2109,1490000.0,945,,2,1.0,42,105
2467,436200.0,1024,,2,2.0,35,45
2760,87000.0,2130,,4,3.0,13,53
2420,558000.0,819,,1,1.0,13,56
2472,735000.0,1110,,2,2.0,31,26
2116,530000.0,704,,1,1.0,48,63
2118,1900000.0,782,,2,1.0,45,17
2118,640000.0,896,,2,2.0,30,3
1701,231400.0,704,,1,1.0,31,22
2169,222500.0,1024,,2,2.0,35,20
2141,590000.0,2000,,3,2.0,33,12
2118,390000.0,704,,1,1.0,48,19
1915,245000.0,1437,,3,2.0,138,21
2453,320000.0,925,,2,1.0,118,147
1720,300500.0,989,,2,1.0,47,127
1520,152000.0,943,,2,1.0,32,117
2472,760000.0,871,,1,1.0,31,52
2115,590000.0,675,,2,1.0,98,66
2143,307000.0,1133,,2,1.0,83,33
2631,90000.0,782,,2,1.0,47,19
2127,630000.0,1280,1200.0,2,1.0,118,23
2128,676000.0,1092,3659.0,3,1.0,118,16
2125,435000.0,742,0.0,2,1.0,43,75
2190,381390.0,2188,10000.0,3,2.0,138,141
1749,393500.0,1206,1.0,2,2.0,30,14
1923,277000.0,826,0.0,1,1.0,30,107
1532,249000.0,1104,3600.0,2,2.0,101,55
1970,221740.0,1500,,2,2.0,67,76
2061,615000.0,1928,3600.0,3,2.5,101,83
2135,482333.0,911,1.0,1,1.0,128,40
2176,284000.0,1926,5370.0,3,2.5,118,35
2155,219685.0,1318,,2,1.5,138,17
2110,5250000.0,2345,,4,3.5,12,6
2129,1060000.0,785,1.0,1,1.5,128,11
2360,187000.0,1790,,4,2.0,118,17
3062,213500.0,1193,,2,2.0,31,8
1832,152000.0,1795,,3,1.5,118,6
2493,600000.0,1062,,1,2.0,128,7
1604,92000.0,352,,0,1.0,53,224
2127,865000.0,1768,,3,3.0,138,70
1970,320000.0,1165,,2,2.0,34,41
2118,1200000.0,600,,1,1.0,52,63
2130,500000.0,1788,,3,2.5,4,19
2458,499000.0,1002,,2,2.0,44,13
1830,195500.0,926,,2,1.5,24,14
1719,127000.0,715,,1,1.0,43,21
2176,470000.0,892,,2,2.0,31,6
2130,959000.0,1029,,2,1.0,18,4
2054,241850.0,794,,1,1.0,14,7
2052,340000.0,662,0.0,1,1.0,89,20
2116,1895000.0,903,,3,1.0,31,93
1950,572000.0,525,,1,1.0,31,16
2127,699000.0,1226,,2,2.5,14,16
2148,238000.0,1558,,2,2.5,34,431
2143,550000.0,1634,,2,2.0,30,88
1876,263000.0,1910,9999.0,2,2.0,30,49
2127,606000.0,846,,1,1.0,43,42
2148,230000.0,1063,,2,2.0,30,77
2025,585000.0,685,,1,1.0,43,6
2790,139900.0,1074,,1,2.0,13,21
2128,290000.0,895,,2,1.0,131,18
2540,430000.0,795,,1,1.0,133,21
2474,576000.0,1113,,2,2.0,118,9
2132,177000.0,964,,2,2.0,32,32
2115,535000.0,1921,,3,2.0,12,14
2130,840000.0,1840,16800.0,5,3.5,128,8
2474,900000.0,615,,1,1.0,65,29
2720,105000.0,1109,,2,2.0,32,22
2139,800000.0,835,,2,1.0,50,63
2184,227500.0,1263,,2,2.0,43,75
1879,500497.0,1300,,2,2.0,43,30
2139,613000.0,1102,,3,1.5,56,23
1966,187000.0,895,,2,2.0,33,19
1775,470000.0,1043,,1,1.0,44,20
1824,265000.0,957,,2,1.0,51,16
2062,379000.0,1208,,2,2.0,31,22
2054,358000.0,1248,,1,2.0,50,18
2131,307000.0,721,,2,1.0,78,13
1950,320000.0,978,,2,1.0,38,16
1746,479000.0,1124,,2,2.0,36,8
2445,637500.0,803,,2,1.0,54,26
1940,379900.0,1055,,2,1.5,24,75
1923,151900.0,790,,2,1.0,49,56
2188,319900.0,1130,,2,2.0,4,4
2148,149869.0,1373,,2,2.5,39,15
2494,1010000.0,1800,,3,2.0,37,121
2026,349900.0,2112,,2,2.5,37,97
2718,140000.0,1248,,2,2.5,12,47
1826,203900.0,611,,1,1.0,49,9
2176,395800.0,672,,1,1.0,63,108
2141,540000.0,1918,,2,2.5,33,27
2780,138000.0,1900,0.0,2,1.5,35,13
2155,460000.0,910,,2,1.5,30,17
2127,1360000.0,1346,,2,2.5,36,21
2131,330000.0,1680,,2,1.5,36,23
2445,1605000.0,1100,,2,1.0,31,72
2144,620255.0,1113,207583.0,2,1.0,30,19
1938,230000.0,1120,,2,1.0,30,6
1923,289900.0,395,,1,1.0,48,21
2745,75000.0,765,,2,1.0,32,30
1720,533300.0,662,,1,1.0,118,34
1970,210000.0,1115,0.0,2,2.0,32,33
1749,150000.0,624,,1,1.0,45,16
2151,319900.0,1879,1879.0,2,2.0,10,325
2118,1050000.0,525,,0,1.0,105,64
2127,356000.0,498,,0,1.0,105,29
2045,750000.0,925,925.0,1,1.0,107,27
1702,100000.0,700,,1,1.0,105,18
1863,257500.0,517,,0,1.0,105,15
2180,265000.0,1860,,4,3.5,108,191
2122,429000.0,296,296.0,1,1.0,118,26
2445,1712500.0,342,,0,1.0,108,34
1752,138000.0,1276,1276.0,2,2.0,14,30
2132,435000.0,420,420.0,1,1.0,119,13
1453,112750.0,693,,2,1.0,118,19
2476,820000.0,660,,2,1.0,98,7
2190,245400.0,340,,1,1.0,98,14
1844,95000.0,1155,0.0,2,2.0,36,28
1510,163000.0,1163,,2,1.5,33,21
2144,545000.0,960,,1,1.0,36,18
2140,720000.0,890,,2,1.0,37,9
2130,495000.0,1900,70636.0,3,2.0,21,57
2108,1700000.0,1350,,3,1.5,30,25
2155,270000.0,1040,,2,1.5,34,31
2110,725000.0,708,,1,1.0,48,15
2540,477000.0,1794,,2,2.0,12,85
2169,430000.0,2194,,2,2.5,37,100
2115,1980000.0,2880,,2,3.0,19,45
1852,164000.0,1024,,2,1.5,32,258
1852,167900.0,1568,0.0,2,2.0,13,173
2141,435000.0,1280,,2,1.5,29,82
8164,169900.0,1024,,2,1.5,32,17
1830,250000.0,2100,6257.0,2,3.5,4,22
2638,253500.0,974,,2,1.5,37,17
3062,105000.0,3200,,2,3.5,13,118
2145,430000.0,1381,,2,1.5,2,107
2446,640000.0,2109,479160.0,3,2.5,11,94
3865,190000.0,1556,0.0,2,1.5,13,73
1960,225000.0,1669,,3,2.5,13,32
2038,130000.0,895,,2,1.0,46,74
1938,235000.0,1850,,2,2.5,15,85
2451,370000.0,943,,2,1.0,47,59
2184,240000.0,1400,,2,2.0,15,47
2703,180000.0,690,,1,1.0,47,16
1778,782000.0,1340,,2,2.0,13,17
1876,197400.0,1116,,2,1.5,36,56
1880,470000.0,1524,,2,1.5,3,494
2138,620000.0,1876,,2,2.5,14,16
2360,135000.0,873,,1,1.0,114,526
1754,429900.0,1538,0.0,3,1.5,13,112
2111,539000.0,3525,,4,4.5,32,56
2118,250000.0,2121,,3,2.5,14,79
1852,110000.0,1932,0.0,2,2.0,50,90
2115,565000.0,3797,0.0,3,3.5,10,42
2124,203000.0,895,,2,1.0,48,4
2127,440000.0,781,,2,1.0,43,20
1922,186000.0,942,,2,1.5,18,18
2072,218000.0,2321,,3,2.5,13,90
2111,2400000.0,1080,1.0,2,1.5,42,90
2476,510000.0,1021,,2,1.0,34,506
2446,1250000.0,932,,2,1.0,47,108
1845,145000.0,2016,,2,1.5,31,65
2150,179000.0,1725,,3,1.5,32,48
2780,189000.0,1764,,2,2.5,29,8
2190,358550.0,2424,,3,2.5,33,6
2116,1415555.0,885,,2,1.0,40,40
2703,96000.0,693,,1,1.0,47,63
2129,605000.0,1232,,3,1.5,32,29
1867,400000.0,1856,,3,2.5,50,6
1970,256000.0,2000,,3,2.5,34,18
2138,725000.0,709,,2,1.0,46,24
1606,155000.0,1085,,2,1.0,36,18
2118,1135000.0,790,,2,1.0,44,6
2130,615000.0,1392,,3,1.0,63,148
1970,320000.0,1020,,2,1.5,13,64
2128,415000.0,1530,,1,2.5,32,133
2116,2600000.0,1035,,2,1.0,37,23
2360,550000.0,1080,,2,1.5,34,32
1420,193000.0,1503,,1,1.5,32,248
2140,1000000.0,1140,,2,1.0,39,16
2127,660000.0,1528,27727.0,3,1.5,13,29
2453,317750.0,942,436.0,2,1.5,37,77
2155,510000.0,2450,0.0,3,2.5,8,42
2130,555000.0,3245,0.0,3,2.5,8,57
2130,452500.0,2092,0.0,3,2.5,29,14
1747,249900.0,1705,0.0,2,2.0,12,18
2155,650000.0,4562,,4,3.5,33,229
2125,500000.0,1300,,3,2.0,118,72
2148,180000.0,835,357192.0,1,1.0,50,33
2132,230000.0,1414,,3,2.0,98,20
2467,670000.0,1167,,2,2.0,19,4
1880,225000.0,1218,,2,2.0,34,22
2132,215000.0,2615,0.0,2,2.0,15,4
1524,303210.0,1946,,3,3.0,51,36
1867,558435.0,2485,,3,2.5,32,12
1970,382000.0,1885,,2,2.5,65,122
2446,692500.0,1250,,3,1.0,98,22
2045,379000.0,699,,1,1.0,50,48
2021,408000.0,1950,4416.0,3,3.5,108,127
1730,713000.0,1140,,2,2.0,98,70
2341,496450.0,1238,,3,1.5,101,21
2130,729950.0,748,,1,1.0,58,8
2138,690000.0,2247,,3,2.0,98,30
1832,165000.0,722,,1,1.0,92,6
2478,430000.0,850,,2,1.0,113,7
1982,215000.0,795,,2,1.0,51,21
1776,734000.0,1193,,2,1.0,108,46
1532,199900.0,3382,,4,3.5,98,34
2128,416000.0,1620,,2,1.5,93,7
2356,235000.0,925,,2,1.0,113,5
2116,888888.0,713,,2,1.0,64,17
2671,258000.0,1273,,2,1.0,118,7
2116,1284000.0,1162,,3,2.0,102,20
2169,400000.0,1730,,4,2.0,1828,15
1537,70000.0,944,,2,2.0,58,19
2138,668500.0,1406,,3,1.5,98,5
1890,800000.0,666,,1,1.0,92,21
1569,120000.0,1120,,3,1.0,90,13
1863,445000.0,3027,,3,3.5,31,24
2129,530000.0,698,,2,1.0,34,15
1810,142500.0,768,,2,1.0,118,19
1904,125000.0,1178,,2,2.0,9,7
2140,695000.0,960,,1,1.0,11,20
1841,95000.0,731,,2,1.0,48,12
2445,955000.0,1705,,2,2.0,12,7
2134,437000.0,2251,,3,2.5,30,2
1970,270000.0,2100,,3,3.0,20,18
2115,521527.0,1438,,2,2.5,17,18
2038,215000.0,720,,1,1.0,39,1
2171,703000.0,2906,,3,3.5,3,23
2144,859000.0,1288,0.0,2,1.5,16,81
1752,255000.0,1340,,3,2.0,13,69
2472,365000.0,2000,6098.0,3,3.0,2,27
2188,135000.0,816,,1,1.0,148,20
1907,248000.0,446,,1,1.0,35,55
2109,534000.0,2400,,4,3.5,2,4
2136,227500.0,1785,8294.0,3,2.5,2,98
1844,239900.0,1404,,3,1.0,93,9
1545,107000.0,2524,,2,3.0,34,23
2127,560000.0,1688,7901.0,4,2.5,123,4
2129,494569.0,2650,10786.0,3,3.5,2,20
1938,280000.0,1086,,3,1.5,88,128
1760,489000.0,2740,5500.0,5,4.5,138,24
2135,250000.0,2486,9100.0,4,2.5,15,7
2113,680000.0,1800,6534.0,3,2.5,36,153
2915,162000.0,1922,7840.0,3,1.0,118,20
2135,325000.0,1026,29800.0,2,1.5,30,30
2215,1150000.0,1940,6350.0,3,2.5,53,129
1608,48500.0,2230,215718.0,3,2.5,34,92
2370,255000.0,5358,1873080.0,3,4.0,29,102
1949,439000.0,700,194106.0,1,1.0,48,55
2190,225000.0,1883,,3,2.0,56,36
1923,699900.0,2315,,4,2.5,33,8
2066,519000.0,899,761642.0,1,1.5,40,93
1810,260000.0,1217,326700.0,2,2.0,11,15
2118,700000.0,1311,,2,2.0,40,32
2141,720000.0,960,,1,1.0,48,2
2143,699000.0,1063,,1,1.0,55,6
2131,399000.0,1080,,2,1.5,37,23
2129,640000.0,421,,0,1.0,56,89
1468,183000.0,2380,,4,2.0,108,81
1860,347295.0,1890,7440.0,3,2.5,5,49
2120,609000.0,2860,,4,3.5,2,23
1890,669000.0,1670,,3,2.0,94,5
2655,104000.0,1775,,3,2.0,91,21
2110,975000.0,1218,,2,1.5,90,6
1757,235000.0,804,,2,1.0,98,5
2081,465000.0,1190,,2,2.0,34,21
2360,144500.0,1835,,3,2.5,46,19
2130,508000.0,1165,6000.0,2,1.0,108,20
1752,336145.0,1592,5471.0,3,2.0,68,18
1702,115000.0,1595,5471.0,3,2.0,68,9
2446,1440000.0,1714,,3,2.0,98,20
1863,260500.0,1379,,2,2.0,32,7
2139,720000.0,1003,,2,1.0,96,22
1719,110000.0,1073,,2,1.0,87,27
1453,99900.0,678,,1,1.0,56,7
2180,327000.0,938,,2,1.5,47,6
2129,460000.0,2131,5108.0,4,2.0,83,119
1571,70500.0,972,,2,1.0,102,6
2072,200000.0,697,,1,1.0,47,9
2131,336000.0,1498,,2,2.5,20,39
2476,415000.0,1800,3915.0,3,2.0,101,5
2025,585000.0,1034,,2,2.0,30,6
1970,289900.0,1699,,3,1.5,105,10
2129,583000.0,1290,,2,1.5,120,19
3063,185560.0,610,,1,1.0,53,20
1835,190000.0,1715,5300.0,3,1.0,98,112
2093,125750.0,767,,2,1.0,55,106
1835,275000.0,1470,5500.0,2,1.0,87,10
2719,215000.0,2155,,3,2.5,6,23
1949,555000.0,1517,,3,1.0,94,7
2186,540000.0,3143,,4,2.5,7,13
1742,540000.0,724,8288.0,2,1.0,91,5
1545,119000.0,503,,1,1.0,55,15
2150,308200.0,1183,,2,1.5,108,12
2360,205000.0,990,,2,1.0,93,6
2128,620000.0,2446,48510.0,3,2.5,2,55
1970,264000.0,2397,48510.0,3,2.5,2,23
2189,260000.0,1436,,2,2.5,31,7
1581,375000.0,1352,,2,2.0,50,73
1720,285000.0,3402,,4,3.5,11,4
2155,353000.0,899,,1,1.0,50,3
2703,229000.0,3518,,3,3.5,3,764
2818,159000.0,3657,0.0,3,3.5,2,56
1520,107000.0,2181,,3,2.0,22,182
1520,99000.0,3294,0.0,4,4.5,11,639
2131,163000.0,668,,1,1.5,32,3
2155,435000.0,2045,,2,2.5,14,198
2135,355000.0,1790,191228.0,2,3.5,13,136
2141,640000.0,1346,,2,1.5,32,15
1730,499000.0,2015,,3,2.5,20,74
2638,229500.0,1091,,3,2.0,48,34
2150,220000.0,1528,,3,2.5,11,128
1830,280000.0,1598,322344.0,3,3.0,40,30
2451,376000.0,1054,,2,1.5,44,139
2110,1495000.0,1725,,3,2.5,44,144
2150,332000.0,1164,,2,2.0,33,63
2458,733000.0,1380,,2,1.5,34,17
2540,204000.0,1872,,3,3.0,36,8
1810,223000.0,559,6.77,2,1.0,68,228
2138,2700000.0,812,6.77,2,1.0,68,63
2127,360000.0,1260,,2,1.5,38,53
2375,204500.0,864,,2,1.0,34,118
1966,298500.0,1110,,2,2.0,35,104
1824,195000.0,1404,,2,2.5,33,102
2124,362500.0,1685,,2,2.5,11,26
2476,280000.0,2138,,2,3.0,14,23
2129,505200.0,1034,,2,2.0,34,73
2155,841000.0,230,,1,1.0,50,27
2723,147500.0,1068,,1,1.0,34,187
1569,255000.0,534,,1,1.0,47,15
2452,290000.0,426,6926.0,1,1.0,168,104
2081,300000.0,370,0.0,1,1.0,168,59
1518,163500.0,553,,1,1.0,47,17
2116,1099000.0,510,,1,1.0,153,181
2190,187000.0,1860,871200.0,3,2.0,38,427
1902,184000.0,988,26571.0,2,1.5,6,301
1845,332500.0,1318,,2,1.5,40,206
1852,119000.0,1246,609840.0,2,2.5,45,45
2131,345000.0,1296,0.0,3,1.5,17,294
3079,78000.0,1664,,2,2.5,32,142
1835,210000.0,1945,91476.0,2,2.5,2,103
1876,267000.0,1564,0.0,2,1.5,31,91
1503,220000.0,960,,2,1.0,44,40
2189,205000.0,2006,,3,2.5,12,45
1826,274900.0,1632,,3,2.5,11,44
2138,360000.0,1932,,3,1.5,16,31
1854,217500.0,1367,,2,2.0,12,18
2176,175500.0,1028,,2,1.0,31,108
2127,1273020.0,2090,,3,3.5,13,126
2116,2300000.0,1654,,2,2.5,30,25
2169,275000.0,1200,,2,1.5,14,142
2148,382500.0,855,,1,1.0,83,38
2114,1585000.0,671,,1,1.0,118,89
2301,138000.0,2195,,3,3.0,13,66
1721,376000.0,1449,,3,1.5,28,214
2127,800000.0,1711,10890.0,2,2.0,3,77
2111,645000.0,2366,10890.0,3,2.5,3,7
2118,965000.0,745,,2,1.0,30,75
1778,829900.0,575,,2,1.0,13,156
1938,279000.0,1320,0.0,2,1.5,30,62
2127,700000.0,934,,2,1.5,35,19
2142,953000.0,1195,,2,2.0,12,30
1913,193000.0,985,,2,1.0,30,17
1915,429900.0,936,,2,1.5,31,18
2127,740000.0,1600,,3,2.5,2,59
2143,675000.0,1500,,3,1.5,33,236
1876,249900.0,2043,,2,2.5,15,31
2143,465000.0,2000,,2,2.5,29,53
1609,118000.0,904,,2,1.5,29,12
1851,156000.0,2184,,3,3.5,5,92
1970,269900.0,1080,,2,1.0,118,88
2116,3250000.0,940,,2,1.0,31,103
2135,430000.0,1644,,2,2.5,11,78
1852,134000.0,939,,1,1.0,29,53
2067,600000.0,1483,,3,2.5,29,74
2760,85000.0,975,,2,1.5,31,47
2375,235000.0,1519,,2,2.5,29,50
2171,202000.0,571,,1,1.0,31,55
1569,209900.0,2100,15000.0,3,2.0,11,22
1801,230000.0,1500,186743.0,3,1.5,3,21
2360,329000.0,975,,2,1.5,31,15
2460,1100000.0,805,,1,1.0,29,26
1905,200000.0,789,,1,1.0,48,19
1890,410000.0,858,,2,1.5,31,10
1754,242500.0,1500,,2,2.5,29,16
2478,460000.0,1620,,2,2.0,47,19
2171,245000.0,1773,333234.0,2,2.5,5,406
2474,620000.0,1586,,2,2.5,10,151
2114,440000.0,958,,2,2.0,29,27
1752,368950.0,906,,1,1.0,31,17
2021,333000.0,1790,,2,2.5,6,41
1950,268900.0,2256,,2,3.0,11,143
2109,829000.0,1602,,2,1.5,40,110
1832,132500.0,904,,2,2.0,15,72
2127,640000.0,2166,,3,1.5,32,15
1778,523750.0,1775,,2,2.5,14,42
2451,265000.0,1300,,2,2.0,12,21
2150,189770.0,1488,,2,1.5,32,18
1876,287000.0,1591,0.0,3,2.0,31,26
1852,196000.0,930,,2,1.0,42,2
2043,325000.0,2459,,2,1.5,23,1
1606,235000.0,769,,1,1.0,52,88
2062,177000.0,1840,,2,2.0,6,65
1913,250000.0,1436,,2,2.5,33,290
2657,425000.0,2200,,3,3.0,31,35
2138,710000.0,1150,,2,2.0,30,15
2124,353000.0,1223,,2,2.0,9,43
2360,150000.0,3800,,2,3.5,3,516
2780,219000.0,941,,1,1.0,3,711
1532,207000.0,870,,1,1.0,114,709
2472,795000.0,640,,1,1.0,46,972
2368,262900.0,3172,,3,4.5,2,3
2127,299500.0,3616,,3,4.5,14,548
2333,221000.0,2348,,2,2.0,5,1216
1863,128000.0,2340,,2,2.5,2,460
1913,134000.0,2240,2178000.0,2,2.5,2,17
1760,327000.0,2240,2178000.0,2,2.5,2,37
2125,514900.0,1055,5689.0,2,1.5,12,440
2118,763060.0,980,17252.0,2,2.0,2,438
2129,500000.0,2219,,2,2.5,2,218
1821,170000.0,2037,0.0,2,2.5,2,204
2368,215000.0,2448,435600.0,3,2.5,3,887
2125,319000.0,800,,3,1.0,78,363
1841,86000.0,800,,2,1.5,14,20
3044,218000.0,1600,,3,2.5,3,328
2176,345000.0,734,,1,1.0,3,103
2019,202500.0,638,,1,1.0,2,185
1851,145000.0,1042,,2,2.0,3,103
1844,259000.0,3172,,3,4.5,2,9
1949,569000.0,2780,,3,3.5,12,391
2151,149900.0,572,,1,1.0,2,19
2467,370000.0,1250,,3,1.5,17,219
2184,575000.0,3892,6087.0,4,3.5,31,249
2469,169000.0,2160,,2,2.5,2,166
1835,192500.0,2600,,2,2.5,3,313
2184,329900.0,1729,,3,2.0,14,317
2136,135000.0,1425,,2,2.0,118,323
1864,465000.0,1442,,2,2.0,2,296
1545,99000.0,3000,8250.0,4,2.5,3,177
2338,208500.0,848,,2,1.0,46,311
1721,335000.0,1852,,2,2.5,2,0
1970,225000.0,858,858.0,2,1.0,48,223
2649,235000.0,4496,,4,4.5,2,5
2128,270000.0,1400,,2,2.0,2,56
1536,200000.0,922,922.0,2,1.0,58,289
2151,293000.0,1425,,2,2.5,2,42
2138,577000.0,1030,,1,1.0,2,255
1532,370000.0,1120,,2,2.0,2,188
2375,171000.0,955,,1,1.0,2,12
1826,80500.0,1425,,2,2.5,2,225
2368,95000.0,2903,,3,3.0,44,254
2045,185000.0,1093,,2,2.0,2,112
2138,2175000.0,2344,,3,3.5,18,193
2141,680000.0,1850,,2,2.5,2,224
2114,1112500.0,2079,,3,2.5,2,67
2115,493000.0,1848,,2,2.5,2,12
2118,690000.0,945,,2,2.0,2,47
2139,1378000.0,1021,,2,2.0,2,195
1826,190000.0,1355,,2,2.0,12,194
3060,175000.0,2010,0.0,3,2.5,3,252
2072,201500.0,1225,,1,2.0,118,287
1950,375000.0,1600,,2,2.0,3,0
2109,2575000.0,1325,,2,2.0,2,4
1949,594000.0,609,15928.0,1,1.0,88,40
1754,449500.0,1161,14175.0,3,1.5,108,178
2368,260000.0,955,,1,1.0,2,12
1720,173000.0,955,,1,1.0,2,8
2110,1500000.0,955,,1,1.0,2,8
1609,185000.0,1216,1216.0,2,2.0,30,113
2190,478045.0,1745,0.0,2,2.5,2,78
1970,311000.0,1570,262667.0,2,2.5,44,236
2780,147500.0,1446,,2,2.0,31,200
1760,416200.0,2497,,3,3.0,2,229
1915,259000.0,1516,0.0,2,2.0,32,168
1522,171000.0,1355,,2,2.0,5,201
2131,280000.0,1326,,2,2.0,2,198
1950,352000.0,1850,,3,2.5,2,42
1468,147500.0,4160,17488.0,5,4.5,2,177
1757,104900.0,1021,,2,2.0,2,1
2135,320000.0,1261,,2,2.0,2,1
