ZIP,SOLDPRICE,SQFT,LOTSIZE,BEDS,BATHS,AGE,DOM
1760,195000.0,3410,,3,4.5,155,23
1862,429000.0,775,,1,1.0,98,7
2472,352000.0,1592,,2,2.0,57,27
2138,630000.0,971,,1,1.5,43,58
2464,1050000.0,1457,,2,2.0,34,6
2125,255000.0,1253,,3,1.0,98,87
1830,130000.0,1364,,3,2.0,83,18
1824,240000.0,1920,,3,2.5,108,2
2127,615000.0,2529,,4,2.5,88,32
2169,310000.0,1296,,3,2.0,123,16
1945,375000.0,460,,1,1.0,50,44
2476,495000.0,1108,,2,1.0,73,6
3054,182000.0,1810,,3,2.5,34,20
1810,711500.0,832,,1,1.5,98,28
1542,362000.0,1097,,2,1.0,118,33
2460,1219100.0,1949,,4,2.0,118,7
1801,177000.0,1092,,2,2.0,67,9
2120,685000.0,844,,1,1.0,73,13
2171,350000.0,781,,1,1.5,43,4
1852,485900.0,925,,2,1.0,99,25
1569,175000.0,698,,1,1.0,50,28
2109,449900.0,1195,,2,1.5,108,71
1904,299900.0,1061,,2,1.5,17,11
2124,215000.0,1733,,3,2.5,108,57
1432,379900.0,1120,,2,1.5,14,20
1945,330000.0,854,,2,1.5,14,1
1803,617000.0,1295,,2,2.0,12,92
1854,300000.0,1325,,2,2.0,11,12
2129,801000.0,1600,,3,3.5,20,34
2210,549000.0,2913,,2,3.5,22,47
1867,474000.0,1716,,2,2.5,17,19
1701,495450.0,2906,,3,3.5,3,41
2127,1250000.0,2700,,3,3.5,2,42
2116,1400000.0,2300,0.0,3,2.5,2,89
2324,163098.0,2681,999999.0,4,2.5,108,36
1879,150000.0,710,,1,1.0,108,7
2152,323000.0,1159,,2,2.0,38,14
2115,498700.0,2052,,3,2.5,12,14
2780,230000.0,824,,1,1.0,63,6
1904,289900.0,844,,2,1.0,118,42
1830,160000.0,941,,2,1.0,118,4
2780,130000.0,902,,2,2.0,108,16
1810,392000.0,1248,,2,1.5,13,7
2171,268000.0,1850,0.0,3,2.5,15,17
2116,950000.0,1672,,2,2.0,118,16
2131,230000.0,579,,1,1.0,49,18
1887,442000.0,1045,,2,1.5,14,5
1821,136000.0,914,,3,1.0,108,34
2116,1425000.0,1290,2949.0,2,2.0,118,6
2141,365000.0,1698,19381.0,2,2.0,113,19
1545,325000.0,1835,3987.0,5,2.5,138,7
2129,1825000.0,1624,5355.0,4,3.0,103,6
2130,525000.0,1190,,2,1.0,108,13
2115,582100.0,3927,17056.0,4,5.5,8,6
2145,471000.0,1656,6256.0,3,1.5,92,13
2169,344000.0,1227,,2,1.0,94,49
2476,631500.0,1291,10888.0,2,1.5,125,14
1913,182500.0,1512,11517.0,3,1.5,118,26
1835,186000.0,2547,11576.0,3,2.5,9,54
1908,338000.0,3800,,5,4.5,3,78
2760,160000.0,1680,18643.0,2,2.5,178,87
1803,202000.0,3200,,5,4.5,3,62
2072,215000.0,956,5968.0,2,1.0,91,35
1970,248000.0,2684,10012.0,4,3.5,13,45
1532,335000.0,1337,,4,1.5,88,62
2472,555000.0,4088,,5,4.5,2,54
2368,282000.0,1266,231730.0,3,1.5,38,25
1473,140500.0,1899,,3,1.5,38,5
2127,385000.0,3100,,4,3.5,2,55
2125,374000.0,2360,,4,3.5,5,85
2116,5295000.0,917,,2,1.0,54,40
1930,207500.0,930,,2,1.0,108,31
2115,525535.0,2496,,3,2.5,10,21
2139,695000.0,1115,,2,2.0,54,8
2127,890000.0,1586,,3,2.5,34,13
1832,268000.0,900,102864.0,2,1.0,73,26
33321,180000.0,854,,1,1.5,50,2
1863,481500.0,2750,,3,3.5,2,53
2169,130000.0,2250,,3,4.5,3,251
2130,450000.0,2290,6111.0,3,2.5,7,104
2368,151500.0,2461,9684.0,4,4.0,156,43
1867,307000.0,1064,,2,1.0,98,13
2129,616000.0,756,,2,1.0,46,7
1473,70000.0,1789,,3,2.5,108,8
2478,500000.0,782,,1,1.0,11,46
2143,775000.0,1180,6580.0,2,1.0,138,6
2038,220000.0,672,,1,1.0,56,41
1867,400000.0,1431,,2,1.5,78,32
2114,575000.0,1015,,2,2.0,15,12
2359,355000.0,1042,,2,1.0,108,5
2019,255000.0,1157,,3,1.0,108,5
1720,525000.0,978,,2,2.0,10,21
1749,199000.0,721,,2,1.0,52,20
1915,355000.0,600,,2,1.0,61,4
2324,270000.0,2023,,4,2.0,87,22
1464,249525.0,1844,0.0,3,2.0,102,5
2536,300000.0,585,,1,1.0,53,26
1950,272500.0,1020,6011.0,3,1.0,51,68
1966,389000.0,1076,6011.0,3,1.0,51,54
2129,1300000.0,1255,,2,1.5,55,5
2115,838000.0,951,,2,1.0,91,20
2131,415000.0,1887,,4,2.0,94,7
1970,234000.0,1904,7300.0,3,2.0,106,21
1945,1210000.0,658,,1,1.0,52,74
2109,1825000.0,1500,,3,1.0,88,15
1810,196000.0,678,,2,1.0,56,6
1826,159900.0,1300,,2,2.0,120,5
1960,339450.0,589,,1,1.5,47,4
2790,308000.0,1757,,3,2.0,91,26
2155,405000.0,1685,,4,1.0,101,13
2452,590000.0,1563,,2,1.5,95,19
1852,116000.0,925,,2,1.0,101,5
1867,355000.0,948,,1,1.0,93,12
1970,102500.0,1955,,3,3.0,11,37
2118,310000.0,1324,5563.0,2,1.0,102,5
2116,8150000.0,2200,,3,2.5,11,23
2472,660000.0,1222,,2,1.0,93,3
1970,341000.0,1690,,4,2.0,95,6
3052,255000.0,1113,,2,1.0,101,5
2128,401000.0,1528,,2,2.0,45,19
1754,368375.0,1246,,2,2.0,11,34
2038,135000.0,1375,,2,2.0,50,5
1863,255000.0,3579,,3,3.5,14,21
2129,436000.0,1188,2925925.0,2,1.5,36,73
1545,121000.0,2070,386813.0,2,2.5,15,51
2116,1800000.0,910,7362.0,2,1.0,46,32
1752,235000.0,2215,,2,2.5,32,36
1970,290000.0,1626,0.0,3,2.5,44,105
2718,175000.0,1440,,3,1.5,32,141
1845,210000.0,384,,1,1.0,66,37
1760,189000.0,854,43560.0,1,1.0,29,87
2108,1275000.0,1523,78408.0,2,2.5,10,122
2180,290000.0,1883,0.0,2,2.0,13,61
2148,297000.0,1367,,2,2.0,32,64
2762,244900.0,1150,,2,2.0,118,72
1826,166500.0,2098,,2,3.0,15,124
2116,2390000.0,1236,,2,1.5,30,31
1581,376000.0,1346,,3,2.0,34,307
2767,275000.0,1164,,2,2.0,33,59
2124,341000.0,1063,,2,2.0,33,74
2114,560000.0,1032,,2,1.5,32,35
1843,182000.0,289,0.0,1,1.0,58,50
2445,1650000.0,1080,,2,2.0,45,90
1852,230000.0,280,,1,1.0,58,60
1757,305500.0,1520,,2,2.5,33,77
1760,430000.0,808,,2,1.0,31,99
2116,913500.0,1731,,2,2.5,30,108
2043,1035000.0,1548,0.0,2,3.0,34,488
2110,2395000.0,1530,,2,2.5,19,32
1886,450000.0,2152,0.0,2,2.5,36,23
3848,155000.0,1520,,2,2.5,34,22
2140,345000.0,1110,,2,2.0,35,20
2718,139000.0,2304,13347.0,3,3.0,218,27
1960,286000.0,418,,1,1.0,53,20
1730,410000.0,561,,2,1.0,108,113
2140,739000.0,1568,,3,2.5,32,580
2111,541000.0,1000,453024.0,2,1.5,35,17
2476,435535.0,952,,2,1.5,12,174
3856,187000.0,1528,0.0,2,1.5,31,59
2026,375000.0,704,60983.0,2,1.0,63,108
1826,71000.0,1660,,3,2.5,9,67
2180,450000.0,1080,,2,2.0,31,67
2118,560000.0,986,10050.0,2,1.5,33,69
2360,380000.0,947,,2,1.0,31,90
2115,575000.0,1068,,2,1.5,31,122
1938,384900.0,795,,2,2.0,31,354
2780,150000.0,1200,,2,1.0,88,63
2140,534000.0,1033,,3,1.0,31,16
2127,545000.0,1693,,2,2.0,28,117
1863,434000.0,736,,2,1.0,31,22
2026,221500.0,750,,2,1.0,30,19
2150,311000.0,855,,2,1.5,31,0
1852,135000.0,912,,3,1.0,118,235
2762,319900.0,1248,,3,1.5,13,57
1845,255900.0,870,0.0,2,1.0,108,81
2124,422600.0,1304,,2,2.0,31,31
2130,629000.0,1014,,2,1.5,33,11
2190,395425.0,882,,2,1.0,102,22
2139,1300000.0,1172,10890.0,2,2.0,3,371
1826,161000.0,1852,,2,2.0,8,129
2136,115000.0,815,,2,1.0,30,187
2135,380000.0,1742,,4,2.0,98,272
2446,1667000.0,1974,,2,1.5,32,56
2190,320735.0,1281,,2,1.5,35,45
1331,46000.0,636,,1,1.0,45,52
2130,585000.0,927,,2,1.5,35,44
1776,767500.0,1342,,2,1.5,31,58
2019,180000.0,981,,2,1.0,30,72
1835,227500.0,927,,2,1.5,33,59
2472,300000.0,1342,,3,1.5,31,36
1902,70000.0,927,,2,1.5,34,16
2116,655000.0,1173,,2,2.0,13,93
2446,500000.0,1140,,2,1.5,45,79
1923,330000.0,1284,,2,1.5,32,19
2476,490000.0,1188,,2,1.5,34,11
2169,299000.0,1534,,2,1.5,32,10
1702,265000.0,1588,,2,1.5,32,17
2210,525000.0,1725,,2,1.5,30,28
2472,245000.0,1024,,2,1.5,29,42
2054,262000.0,904,,2,1.5,29,27
1950,495000.0,2207,0.0,3,2.5,13,54
2150,379000.0,1800,,2,2.5,2,7
2115,499408.0,1188,,2,2.0,29,100
1604,188500.0,1800,,2,2.5,2,19
1752,129900.0,580,,1,1.0,46,85
2332,280000.0,1800,,2,2.5,2,67
2724,54000.0,1172,,2,1.5,29,54
3063,194500.0,1144,26572.0,2,2.0,48,2
1867,340000.0,1688,,2,2.5,10,71
1923,181500.0,1365,,2,1.5,29,35
2125,460150.0,2000,,2,3.0,4,950
2144,529000.0,1382,,2,2.0,11,403
2127,579000.0,1645,60000.0,3,2.5,31,195
2125,610000.0,1152,,2,1.5,9,56
2128,210000.0,980,,1,1.0,11,99
4043,109000.0,1458,,2,2.5,32,114
2143,761500.0,1760,,2,2.0,15,111
2382,325000.0,1400,,2,1.5,15,98
1854,225000.0,1160,,2,2.0,17,47
2021,147900.0,1620,,2,1.5,40,59
2360,586500.0,1508,,2,2.0,7,37
2048,130000.0,1420,,2,1.5,31,3
1844,160000.0,1254,,2,1.5,41,29
1960,300000.0,1759,,3,3.5,23,57
2703,314900.0,1169,,2,1.5,39,36
1832,215000.0,2344,,3,2.5,33,6
2144,550000.0,2000,268329.0,3,2.5,3,23
2190,324330.0,1955,16887.0,3,2.0,42,142
2188,373500.0,1912,76230.0,3,1.5,43,52
2138,2225000.0,1256,,2,1.5,28,168
2718,165000.0,1666,,3,2.5,29,53
2140,872000.0,1992,,2,2.5,32,48
1746,498040.0,2022,,2,2.5,17,48
2148,190000.0,1408,,3,2.0,33,100
1876,259900.0,1457,3600.0,2,2.0,41,176
1832,270000.0,1920,0.0,3,2.5,33,130
2152,215000.0,504,,1,1.0,30,4
1867,521690.0,1733,0.0,1,3.0,14,43
2026,435000.0,1044,,2,2.0,17,58
2113,945000.0,1750,0.0,2,2.0,2,93
2474,655000.0,1486,,2,1.5,31,126
2184,530000.0,1050,0.0,1,1.5,31,56
2657,342000.0,1488,,2,1.5,31,22
2720,61000.0,1497,,2,1.5,35,3
1880,746000.0,1438,,2,2.5,32,92
2368,297000.0,1360,,2,2.5,30,84
1913,189900.0,1436,,2,2.5,33,86
1864,446000.0,840,,1,1.5,31,43
2128,385000.0,1328,,2,3.0,31,35
2180,250000.0,840,,2,1.5,31,6
1844,234000.0,952,0.0,2,1.5,31,1
1906,325000.0,1044,,2,1.5,16,234
2072,298000.0,2920,,3,3.0,12,113
2130,339000.0,1243,,2,1.5,13,16
2026,236500.0,1327,,2,1.5,12,38
2360,144900.0,1204,,2,1.5,31,28
1938,379000.0,862,,2,1.5,30,33
2129,1735000.0,1240,304920.0,2,2.0,12,52
1749,144000.0,1354,,2,2.0,12,50
2421,531000.0,1306,,2,1.5,31,45
1902,275000.0,1588,,2,1.5,13,16
2109,540000.0,1388,,2,2.0,2,150
2472,528000.0,1770,,2,2.0,14,85
2472,439000.0,1417,,2,2.5,10,109
1902,377000.0,2306,,2,2.5,11,38
2151,340000.0,677,0.0,2,1.0,46,51
2144,955000.0,1024,,2,1.5,32,22
3051,254000.0,2500,239580.0,3,2.5,3,223
2141,560000.0,1595,48822.0,2,2.0,138,253
2368,219900.0,2274,1742400.0,2,2.5,3,462
2720,98000.0,2222,1742400.0,2,2.5,4,130
2474,475000.0,2189,,2,2.5,10,106
1915,311000.0,1719,,2,2.5,10,125
2638,113000.0,1958,,2,2.5,6,29
1966,479000.0,1160,,2,1.5,29,355
2718,209000.0,1130,,2,2.0,4,657
2332,529000.0,1494,,2,3.5,14,335
2151,325000.0,1336,,2,1.5,23,103
1867,377900.0,1254,,2,1.5,33,133
1749,265900.0,1150,,2,1.5,31,13
2189,258000.0,1336,,2,1.5,23,106
2127,989000.0,1336,,2,1.5,23,78
2152,457000.0,980,,1,1.0,23,31
1720,194500.0,1336,0.0,2,1.5,22,46
2360,180000.0,1368,,2,1.5,33,46
2176,465000.0,1336,,2,1.5,23,15
1832,243000.0,1057,,2,1.0,31,25
1453,178000.0,1480,,2,1.5,32,18
1721,435000.0,1440,,2,1.5,5,131
2125,499900.0,1517,,2,1.5,14,63
1970,320000.0,2338,0.0,3,2.0,20,48
2150,170000.0,1669,,2,2.0,36,299
1754,354500.0,1668,,2,1.5,11,106
2108,700000.0,975,,2,1.0,26,70
2809,133000.0,1152,,2,1.5,30,49
1970,190000.0,1302,,2,1.5,32,32
1581,571000.0,1560,0.0,2,2.5,7,30
2131,314900.0,1995,273992.0,3,2.5,14,54
1890,440500.0,1252,,2,1.5,44,6
2127,575000.0,1576,,2,2.0,2,171
2035,365000.0,1320,,2,1.5,31,63
2130,430000.0,1451,,2,1.5,28,204
1851,179000.0,1550,4356000.0,2,2.5,32,83
1832,179900.0,1451,,2,1.5,31,29
2467,351800.0,882,,1,1.0,12,52
2155,370000.0,1451,,2,1.5,32,66
2127,375000.0,992,,2,2.0,123,84
2351,320000.0,1860,,3,2.5,86,49
2571,170000.0,1709,,2,2.5,14,33
1832,184900.0,1020,,2,2.0,3,70
1606,344800.0,1560,,2,1.5,34,36
2472,669000.0,2357,,3,2.5,3,427
2657,369000.0,1295,446926.0,3,2.0,36,130
2464,767500.0,1286,446926.0,3,2.0,35,6
2118,973000.0,908,,1,1.0,60,290
1982,260000.0,2100,0.0,3,2.5,2,143
2474,464900.0,1845,0.0,3,2.5,5,182
2452,462000.0,2860,1.08,2,2.5,15,87
2180,193000.0,1327,,2,2.0,11,35
1453,125000.0,1625,,2,1.5,35,59
1915,100000.0,1000,,2,1.0,43,28
2347,325000.0,1274,,2,2.0,11,33
2138,1075000.0,1550,,2,1.5,31,27
1854,93500.0,852,,2,1.0,30,399
1568,288000.0,1368,1306800.0,2,2.0,4,213
2138,655000.0,852,,2,1.0,30,333
1970,139000.0,1210,0.0,2,2.0,12,82
1945,229000.0,1772,,3,1.5,29,105
2446,461000.0,1794,,2,2.5,15,136
2118,829000.0,1320,,2,1.5,33,90
2478,409900.0,1648,,3,2.5,13,22
2370,265000.0,1648,,3,2.5,14,32
2038,195000.0,1292,25265.0,2,1.5,32,391
1504,176400.0,2300,,2,3.5,11,148
1524,92500.0,1384,20038.0,2,1.5,35,186
2478,345000.0,1899,577606.0,3,2.5,8,70
1902,113000.0,1430,,2,2.0,12,68
2132,335000.0,1185,257440.0,2,2.0,31,94
2467,1350000.0,1190,,3,1.5,33,95
2114,480000.0,1372,9148.0,2,2.0,30,70
2446,1300000.0,1220,,2,1.5,34,70
1832,118000.0,2400,,3,2.5,6,22
2191,194000.0,1298,,2,2.0,12,68
1740,410000.0,1600,,2,3.0,32,61
1969,586701.0,1985,,3,2.5,5,30
2472,230000.0,1350,175547.0,2,1.5,33,30
2131,314500.0,1512,,2,2.5,20,162
1851,200000.0,1520,,3,1.5,35,24
1940,799900.0,1520,,2,1.5,31,12
2453,333000.0,816,,1,1.0,35,3
2139,625000.0,980,,2,1.0,46,19
2122,182500.0,615,,1,1.0,45,60
2703,173000.0,675,,1,1.0,45,26
2766,215000.0,655,,1,1.0,45,26
3053,150000.0,1870,0.0,3,2.5,18,29
2215,1295000.0,685,,1,1.0,45,0
1701,663500.0,2125,,3,2.5,13,110
2762,327900.0,797,,2,1.0,31,53
2132,720500.0,1100,,2,1.5,33,24
2026,250000.0,1804,871200.0,2,2.5,3,174
2215,1150000.0,1804,871200.0,2,2.5,3,118
2364,175000.0,2423,,2,2.5,2,8
2130,665000.0,1731,,3,2.5,15,105
2125,339400.0,1869,,3,2.5,14,108
1510,205000.0,1210,12009.0,2,1.0,128,102
1970,270000.0,2100,,3,3.0,15,149
1864,320000.0,1405,0.0,2,2.0,18,45
1752,335000.0,1320,1320.0,3,2.5,17,45
2135,355000.0,1657,0.0,2,1.5,16,15
1880,499900.0,1669,,2,2.5,31,241
1604,115000.0,1334,,2,1.5,31,38
2115,605000.0,1152,,2,1.5,15,11
2189,170000.0,1282,13939.0,2,1.5,118,39
3038,117500.0,1541,0.0,2,1.5,32,29
1742,1175875.0,1739,,2,1.0,27,60
2474,530000.0,1874,,2,3.0,26,36
2062,470000.0,2524,,3,2.5,3,7
1537,101900.0,1994,,3,2.5,3,252
2368,150000.0,2044,,2,2.5,5,167
2093,324900.0,1366,,2,1.5,34,39
2532,487500.0,637,,1,1.0,32,30
2108,1650000.0,2165,,3,2.5,11,146
2129,673000.0,1074,,2,1.5,42,58
2114,480000.0,1074,43560.0,2,1.5,42,63
2145,406000.0,2800,,4,3.0,8,52
2171,320000.0,1881,,2,2.5,11,46
1773,514000.0,833,1.0,2,1.0,30,148
1844,210000.0,1518,,2,2.5,34,84
1970,205000.0,1991,0.0,2,2.5,33,127
2045,540000.0,1657,,2,2.5,70,390
2143,715000.0,1185,,2,2.0,118,12
2118,1226000.0,1520,,2,2.5,30,131
1930,682888.0,1200,,2,2.0,18,88
2639,75000.0,1407,,3,2.5,31,53
2114,660000.0,864,,2,1.5,33,9
1801,435500.0,698,,1,1.0,15,69
1970,189000.0,1768,,2,1.5,34,39
2141,550000.0,954,,2,1.0,36,34
2155,486000.0,1229,,2,2.0,129,30
2118,695000.0,891,,2,1.0,31,55
2360,495000.0,1238,,2,2.5,14,62
2130,554000.0,652,4750.0,1,1.0,29,59
2115,790000.0,1062,,2,1.5,35,28
2138,410000.0,1722,,3,2.5,31,127
1742,513800.0,731,,1,1.0,55,64
1930,215000.0,1722,0.0,3,2.5,31,168
2131,430000.0,1152,,2,1.5,15,30
1540,147000.0,1848,,2,2.5,3,0
2452,283000.0,1852,,2,2.5,3,0
1867,405000.0,1848,,2,2.5,3,15
3076,349900.0,1848,,2,2.5,2,55
1420,190000.0,1852,,2,2.5,3,15
2130,517500.0,1621,,2,2.0,3,76
2118,668000.0,2448,,4,3.5,3,130
2127,799000.0,2448,,4,3.5,3,104
1851,185000.0,874,,1,1.0,51,54
2151,228000.0,922,,2,1.5,48,13
1826,209900.0,981,0.0,2,1.5,48,10
1719,120000.0,608,,1,1.0,88,10
1566,189900.0,1034,,2,1.5,58,60
2343,180000.0,396,,1,1.0,48,7
1886,418000.0,1034,,2,1.5,58,45
1854,218000.0,1684,,3,2.5,46,55
1907,170000.0,1620,,3,2.5,46,32
2465,624000.0,815,0.0,2,1.0,48,20
2446,633950.0,664,,1,1.0,47,41
1876,339000.0,805,0.0,2,1.0,48,17
1543,168500.0,800,0.0,2,1.0,43,18
1876,519900.0,854,,2,1.5,63,49
2452,295500.0,2905,30364.0,3,3.5,9,50
2136,272000.0,920,,2,1.0,47,43
1581,380000.0,952,,2,1.5,12,87
2144,525000.0,842,,2,1.0,50,14
2472,550000.0,600,,2,1.0,50,56
1832,226000.0,646,0.0,1,1.0,46,19
1810,287000.0,730,,2,1.0,47,58
2066,550000.0,652,,1,1.0,42,31
1810,230000.0,2225,0.0,2,2.5,3,141
2368,122400.0,2060,0.0,2,2.5,3,16
2130,755000.0,2053,,2,2.5,18,62
1746,105000.0,1326,,2,2.5,36,21
1701,536870.0,2225,,2,2.5,11,15
1810,399000.0,1224,,2,2.0,38,3
2116,750000.0,2000,,2,2.5,22,21
2127,979000.0,1967,,2,2.5,31,5
2446,651000.0,2134,,2,2.5,12,21
2142,871000.0,1224,,2,2.0,34,32
1746,528895.0,1631,,2,2.5,33,6
2189,323000.0,1900,,2,2.5,12,4
1609,162900.0,1850,,2,2.5,22,4
1604,122000.0,1900,,2,2.5,23,8
2127,401000.0,1750,,2,2.5,17,20
2128,447900.0,2320,,3,2.5,60,8
1757,181000.0,2033,,2,2.5,8,266
2171,445000.0,5300,50093.0,5,3.5,126,43
2532,110000.0,1383,8500.0,3,2.5,128,48
1867,512305.0,2234,,2,3.0,2,72
2129,538000.0,2160,,2,2.5,2,20
2130,340000.0,2000,,2,2.5,8,39
2148,372000.0,2107,,4,1.5,128,56
1867,431000.0,2100,,2,2.0,32,8
1742,445000.0,1440,,2,1.5,34,11
2134,678000.0,1400,,3,1.5,34,31
2081,469100.0,2528,,2,2.5,3,235
2119,498000.0,2273,,2,2.5,3,235
2141,625000.0,1745,0.0,2,2.5,2,199
1772,536000.0,2528,,2,2.5,3,29
2150,252000.0,2219,653400.0,2,2.5,3,221
2130,411000.0,2219,653400.0,2,2.5,3,5
2176,450000.0,1765,0.0,2,2.5,2,4
2148,196500.0,2077,0.0,2,2.5,2,83
2458,930000.0,2155,,2,2.5,12,83
2135,406000.0,1955,,2,2.5,4,30
2478,649000.0,2251,,2,2.5,31,49
1742,520000.0,1088,,2,1.5,23,42
1569,190000.0,1047,,2,1.5,22,4
1830,172000.0,2305,,2,2.5,2,98
1590,140400.0,2305,,2,2.5,2,139
2122,185000.0,957,,2,1.0,47,57
2144,1695000.0,2387,,2,2.5,10,272
2184,295000.0,1474,,2,2.5,13,24
2134,420500.0,1829,,3,2.5,34,8
2143,437000.0,1284,,2,2.0,37,53
2445,868000.0,3031,4791.0,3,2.5,4,35
1940,425000.0,1687,,3,1.5,29,19
2169,233000.0,1668,,3,1.5,45,24
1520,143000.0,1425,,2,2.5,2,8
2446,980000.0,1425,,2,2.5,2,40
1860,336200.0,1425,,2,2.5,2,33
1510,225000.0,1844,,2,1.5,27,36
2139,842500.0,860,,2,1.0,54,37
2155,518000.0,815,,2,1.0,55,25
2474,501000.0,812,,2,1.0,55,24
1701,174000.0,1833,,2,2.5,17,23
1504,280000.0,871,,2,1.0,54,76
2189,204000.0,770,,1,1.0,4,72
2420,1190000.0,1171,,2,1.0,4,19
2143,610000.0,770,0.0,2,1.0,48,13
1960,210000.0,1412,,2,1.5,27,14
2127,625000.0,1900,,3,2.5,2,147
2770,327000.0,1024,,2,1.5,118,59
2148,245000.0,1900,,3,2.5,2,137
2045,185000.0,1900,,3,2.5,2,83
1801,335000.0,1930,,2,1.5,33,38
2360,395900.0,2388,,3,2.5,10,76
2472,193000.0,2162,,2,2.5,31,54
2135,424000.0,1550,,2,2.0,10,68
1952,314900.0,1525,,2,1.5,33,38
1568,542634.0,1436,,2,2.0,31,24
2467,961500.0,1525,,2,2.5,33,24
1702,150000.0,2360,,2,2.5,3,329
2135,295000.0,822,,1,1.0,48,66
2127,515000.0,2360,,2,2.5,3,435
1852,172000.0,2145,,2,2.5,3,158
2144,635000.0,3024,,2,3.5,4,81
2453,450000.0,3238,12400.0,4,3.5,13,105
1832,253500.0,1289,,2,2.5,33,74
1923,135000.0,1669,,2,2.5,11,74
2142,522000.0,1767,,2,2.0,7,59
1581,305000.0,2925,,2,3.5,19,61
1536,289900.0,1411,,2,1.5,29,31
2464,612000.0,1878,,2,2.5,14,17
2134,240000.0,770,,1,1.0,48,8
1503,407000.0,1350,,2,2.5,33,24
2190,428600.0,1039,,2,1.5,48,28
2171,399000.0,1800,,2,2.5,3,139
2472,469000.0,2489,,2,2.5,11,172
2129,550000.0,759,,1,1.0,29,58
1453,130950.0,2801,0.0,3,2.5,31,63
2115,944900.0,600,,1,1.0,35,75
2151,338500.0,936,,2,2.0,35,9
2118,735000.0,2333,,3,2.0,30,37
2129,683500.0,800,,2,1.0,35,27
2128,500000.0,1382,,2,2.0,10,16
2143,620000.0,1800,,3,2.5,2,49
2116,5300000.0,1800,,3,2.5,2,49
1880,315000.0,936,,2,2.0,35,25
1801,739900.0,698,,1,1.0,31,11
1913,220000.0,1810,,2,2.5,11,5
1749,305000.0,3000,,2,2.5,9,31
1545,113000.0,3386,,3,3.0,39,114
2140,840000.0,3500,,3,3.0,39,55
2865,175000.0,2022,,3,2.5,9,43
1824,77000.0,2422,,2,2.5,14,138
2121,394500.0,2509,,2,2.5,8,21
2360,580000.0,1550,,2,2.0,32,81
2127,775000.0,715,,2,1.0,46,76
1581,475000.0,2383,,3,3.0,29,48
2038,160000.0,630,,1,1.0,31,65
1867,360000.0,1452,,2,1.5,29,23
2129,759000.0,2670,,3,2.5,2,27
2116,603000.0,2156,15236.0,3,2.0,40,29
2125,595000.0,1864,,3,2.5,7,16
1970,341800.0,1306,,2,1.5,23,32
2368,260000.0,725,,1,1.0,48,27
2126,270000.0,3600,,2,4.5,4,602
2135,614000.0,2025,,3,2.5,2,101
1752,137000.0,3326,0.0,3,3.5,17,137
2472,355000.0,3300,,3,3.5,2,9
1913,224000.0,1163,,3,2.0,29,65
1520,212500.0,832,,2,1.0,93,56
2131,461500.0,535,,1,1.0,53,41
1520,209000.0,2200,,3,2.5,2,65
2128,256000.0,929,,1,1.0,107,37
2127,658000.0,769,0.0,1,1.0,45,3
2144,407500.0,1772,,3,2.0,13,19
2111,1850000.0,1806,,3,2.5,4,21
2169,460000.0,960,,2,2.0,144,27
2134,535000.0,936,,1,1.0,93,13
1810,184000.0,1372,,3,1.5,118,338
1742,509500.0,3310,,3,2.5,11,89
2130,455000.0,603,,1,1.0,39,71
2135,235000.0,2278,,2,2.0,13,52
2109,800000.0,1050,,2,1.5,3,241
2169,352000.0,1508,,2,2.0,37,41
2738,460000.0,1700,,3,2.5,26,36
2115,769900.0,1300,,2,2.0,34,35
1845,278000.0,850,,2,1.5,39,4
1880,555000.0,400,,1,1.0,54,14
1550,44250.0,1050,,2,1.5,2,99
3060,239900.0,1050,,2,1.5,2,129
1845,189500.0,1050,,2,1.5,2,191
1834,320000.0,1050,,2,1.5,2,220
2138,1320000.0,1850,,2,2.5,3,542
2155,350000.0,1078,,2,1.0,32,80
1863,66000.0,759,,2,1.0,46,27
1826,235000.0,1033,,1,1.5,29,72
2113,510000.0,1185,,2,1.0,32,52
2141,835000.0,1232,,2,1.5,30,90
2445,860000.0,936,,2,1.0,47,79
1826,177000.0,1000,,2,1.0,32,31
2019,305000.0,1350,,2,2.0,29,54
2143,635000.0,1792,,3,1.5,34,61
2148,319000.0,1054,,2,1.0,33,12
2152,322000.0,1400,,2,1.5,36,25
2127,520000.0,1237,,2,1.5,26,60
1718,278000.0,1302,5795.0,2,1.5,9,42
2127,680000.0,1252,,2,1.5,33,18
2760,152000.0,1054,0.0,2,1.0,32,43
1803,530000.0,944,,2,1.0,33,25
1754,395000.0,1054,,2,1.0,33,27
2124,389000.0,1809,,3,1.5,40,3
2116,840000.0,648,,1,0.5,54,0
1721,359900.0,866,,2,1.0,38,26
2359,235000.0,1548,,3,2.5,23,73
2141,599000.0,1757,,3,1.5,15,66
1702,166300.0,1164,,2,1.5,40,18
1583,176300.0,1725,,4,1.5,118,55
1867,463805.0,2524,,3,2.0,50,50
1876,318500.0,612,,1,1.0,38,2
2045,280000.0,882,,2,1.0,132,294
2129,639000.0,1503,,3,2.0,3,285
2150,235000.0,950,0.0,2,1.0,93,141
2116,710000.0,1150,10420.0,3,2.0,30,102
2459,392500.0,1640,,3,2.5,2,99
1821,325000.0,1420,,3,2.0,32,62
2171,337000.0,1264,,1,2.5,30,77
1748,610344.0,1232,,1,1.0,135,95
2138,905000.0,836,,1,1.0,135,98
